date_time,day_ahead_price,real_time_price,Unified_load_forecast_value(MW),Delivery_forecast_value(MW), sum_of_wind_and_light_forecast_value(MW),Wind_power_forecast_value(MW),Photovoltaic_forecast_value(MW),is_holiday,city_a_maximum_temperature,city_a_minimum_temperature,city_a_wind_direction,city_a_wind_level,city_a_weather,city_b_maximum_temperature,city_b_minimum_temperature,city_b_wind_direction,city_b_wind_level,city_b_weather,city_c_maximum_temperature,city_c_minimum_temperature,city_c_wind_direction,city_c_wind_level,city_c_weather,city_d_maximum_temperature,city_d_minimum_temperature,city_d_wind_direction,city_d_wind_level,city_d_weather,city_e_maximum_temperature,city_e_minimum_temperature,city_e_wind_direction,city_e_wind_level,city_e_weather,city_f_maximum_temperature,city_f_minimum_temperature,city_f_wind_direction,city_f_wind_level,city_f_weather,city_g_maximum_temperature,city_g_minimum_temperature,city_g_wind_direction,city_g_wind_level,city_g_weather,city_h_maximum_temperature,city_h_minimum_temperature,city_h_wind_direction,city_h_wind_level,city_h_weather,city_i_maximum_temperature,city_i_minimum_temperature,city_i_wind_direction,city_i_wind_level,city_i_weather,city_j_maximum_temperature,city_j_minimum_temperature,city_j_wind_direction,city_j_wind_level,city_j_weather,city_k_maximum_temperature,city_k_minimum_temperature,city_k_wind_direction,city_k_wind_level,city_k_weather
2021-12-10 19:00:00,550.0,1293.26,33711,9365,716,684.73,0.0,1.0,4.0,-9.0,0.0,1.0,8.0,7.0,1.0,3.0,1.0,6.0,4.0,-3.0,1.0,1.0,4.0,6.0,2.0,3.0,1.0,5.0,4.0,-5.0,1.0,1.0,4.0,4.0,-5.0,1.0,1.0,4.0,5.0,-2.0,3.0,1.0,4.0,6.0,-1.0,0.0,1.0,4.0,3.0,-5.0,4.0,1.0,4.0,6.0,3.0,3.0,1.0,5.0,0.0,-1.0,1.0,1.0,7.0
2021-12-10 19:15:00,527.5,1000.22,33556,9365,750,715.94,0.0,1.0,4.0,-9.0,0.0,1.0,8.0,7.0,1.0,3.0,1.0,6.0,4.0,-3.0,1.0,1.0,4.0,6.0,2.0,3.0,1.0,5.0,4.0,-5.0,1.0,1.0,4.0,4.0,-5.0,1.0,1.0,4.0,5.0,-2.0,3.0,1.0,4.0,6.0,-1.0,0.0,1.0,4.0,3.0,-5.0,4.0,1.0,4.0,6.0,3.0,3.0,1.0,5.0,0.0,-1.0,1.0,1.0,7.0
2021-12-10 19:30:00,520.0,882.04,33458,9365,785,749.59,0.0,1.0,4.0,-9.0,0.0,1.0,8.0,7.0,1.0,3.0,1.0,6.0,4.0,-3.0,1.0,1.0,4.0,6.0,2.0,3.0,1.0,5.0,4.0,-5.0,1.0,1.0,4.0,4.0,-5.0,1.0,1.0,4.0,5.0,-2.0,3.0,1.0,4.0,6.0,-1.0,0.0,1.0,4.0,3.0,-5.0,4.0,1.0,4.0,6.0,3.0,3.0,1.0,5.0,0.0,-1.0,1.0,1.0,7.0
2021-12-10 19:45:00,480.0,1200.0,33287,9619,825,785.4,0.0,1.0,4.0,-9.0,0.0,1.0,8.0,7.0,1.0,3.0,1.0,6.0,4.0,-3.0,1.0,1.0,4.0,6.0,2.0,3.0,1.0,5.0,4.0,-5.0,1.0,1.0,4.0,4.0,-5.0,1.0,1.0,4.0,5.0,-2.0,3.0,1.0,4.0,6.0,-1.0,0.0,1.0,4.0,3.0,-5.0,4.0,1.0,4.0,6.0,3.0,3.0,1.0,5.0,0.0,-1.0,1.0,1.0,7.0
2021-12-10 20:00:00,820.0,860.0,33116,9660,869,824.9,0.0,1.0,4.0,-9.0,0.0,1.0,8.0,7.0,1.0,3.0,1.0,6.0,4.0,-3.0,1.0,1.0,4.0,6.0,2.0,3.0,1.0,5.0,4.0,-5.0,1.0,1.0,4.0,4.0,-5.0,1.0,1.0,4.0,5.0,-2.0,3.0,1.0,4.0,6.0,-1.0,0.0,1.0,4.0,3.0,-5.0,4.0,1.0,4.0,6.0,3.0,3.0,1.0,5.0,0.0,-1.0,1.0,1.0,7.0
2021-12-10 20:15:00,700.72,980.0,32978,9702,913,869.09,0.0,1.0,4.0,-9.0,0.0,1.0,8.0,7.0,1.0,3.0,1.0,6.0,4.0,-3.0,1.0,1.0,4.0,6.0,2.0,3.0,1.0,5.0,4.0,-5.0,1.0,1.0,4.0,4.0,-5.0,1.0,1.0,4.0,5.0,-2.0,3.0,1.0,4.0,6.0,-1.0,0.0,1.0,4.0,3.0,-5.0,4.0,1.0,4.0,6.0,3.0,3.0,1.0,5.0,0.0,-1.0,1.0,1.0,7.0
2021-12-10 20:30:00,600.0,1001.33,32841,9488,959,913.42,0.0,1.0,4.0,-9.0,0.0,1.0,8.0,7.0,1.0,3.0,1.0,6.0,4.0,-3.0,1.0,1.0,4.0,6.0,2.0,3.0,1.0,5.0,4.0,-5.0,1.0,1.0,4.0,4.0,-5.0,1.0,1.0,4.0,5.0,-2.0,3.0,1.0,4.0,6.0,-1.0,0.0,1.0,4.0,3.0,-5.0,4.0,1.0,4.0,6.0,3.0,3.0,1.0,5.0,0.0,-1.0,1.0,1.0,7.0
2021-12-10 20:45:00,587.0,800.0,32721,9276,1007,959.22,0.0,1.0,4.0,-9.0,0.0,1.0,8.0,7.0,1.0,3.0,1.0,6.0,4.0,-3.0,1.0,1.0,4.0,6.0,2.0,3.0,1.0,5.0,4.0,-5.0,1.0,1.0,4.0,4.0,-5.0,1.0,1.0,4.0,5.0,-2.0,3.0,1.0,4.0,6.0,-1.0,0.0,1.0,4.0,3.0,-5.0,4.0,1.0,4.0,6.0,3.0,3.0,1.0,5.0,0.0,-1.0,1.0,1.0,7.0
2021-12-10 21:00:00,680.36,650.0,32627,9276,1101,1007.06,0.0,1.0,4.0,-9.0,0.0,1.0,8.0,7.0,1.0,3.0,1.0,6.0,4.0,-3.0,1.0,1.0,4.0,6.0,2.0,3.0,1.0,5.0,4.0,-5.0,1.0,1.0,4.0,4.0,-5.0,1.0,1.0,4.0,5.0,-2.0,3.0,1.0,4.0,6.0,-1.0,0.0,1.0,4.0,3.0,-5.0,4.0,1.0,4.0,6.0,3.0,3.0,1.0,5.0,0.0,-1.0,1.0,1.0,7.0
2021-12-10 21:15:00,602.94,605.0,32472,9276,1163,1101.0699,0.0,1.0,4.0,-9.0,0.0,1.0,8.0,7.0,1.0,3.0,1.0,6.0,4.0,-3.0,1.0,1.0,4.0,6.0,2.0,3.0,1.0,5.0,4.0,-5.0,1.0,1.0,4.0,4.0,-5.0,1.0,1.0,4.0,5.0,-2.0,3.0,1.0,4.0,6.0,-1.0,0.0,1.0,4.0,3.0,-5.0,4.0,1.0,4.0,6.0,3.0,3.0,1.0,5.0,0.0,-1.0,1.0,1.0,7.0
2021-12-10 21:30:00,600.0,580.0,32100,9276,1251,1162.61,0.0,1.0,4.0,-9.0,0.0,1.0,8.0,7.0,1.0,3.0,1.0,6.0,4.0,-3.0,1.0,1.0,4.0,6.0,2.0,3.0,1.0,5.0,4.0,-5.0,1.0,1.0,4.0,4.0,-5.0,1.0,1.0,4.0,5.0,-2.0,3.0,1.0,4.0,6.0,-1.0,0.0,1.0,4.0,3.0,-5.0,4.0,1.0,4.0,6.0,3.0,3.0,1.0,5.0,0.0,-1.0,1.0,1.0,7.0
2021-12-10 21:45:00,555.0,500.0,31684,9286,1351,1250.6,0.0,1.0,4.0,-9.0,0.0,1.0,8.0,7.0,1.0,3.0,1.0,6.0,4.0,-3.0,1.0,1.0,4.0,6.0,2.0,3.0,1.0,5.0,4.0,-5.0,1.0,1.0,4.0,4.0,-5.0,1.0,1.0,4.0,5.0,-2.0,3.0,1.0,4.0,6.0,-1.0,0.0,1.0,4.0,3.0,-5.0,4.0,1.0,4.0,6.0,3.0,3.0,1.0,5.0,0.0,-1.0,1.0,1.0,7.0
2021-12-10 22:00:00,490.0,450.0,31337,8874,1589,1350.96,0.0,1.0,4.0,-9.0,0.0,1.0,8.0,7.0,1.0,3.0,1.0,6.0,4.0,-3.0,1.0,1.0,4.0,6.0,2.0,3.0,1.0,5.0,4.0,-5.0,1.0,1.0,4.0,4.0,-5.0,1.0,1.0,4.0,5.0,-2.0,3.0,1.0,4.0,6.0,-1.0,0.0,1.0,4.0,3.0,-5.0,4.0,1.0,4.0,6.0,3.0,3.0,1.0,5.0,0.0,-1.0,1.0,1.0,7.0
2021-12-10 22:15:00,460.0,451.0,30981,8462,1700,1589.15,0.0,1.0,4.0,-9.0,0.0,1.0,8.0,7.0,1.0,3.0,1.0,6.0,4.0,-3.0,1.0,1.0,4.0,6.0,2.0,3.0,1.0,5.0,4.0,-5.0,1.0,1.0,4.0,4.0,-5.0,1.0,1.0,4.0,5.0,-2.0,3.0,1.0,4.0,6.0,-1.0,0.0,1.0,4.0,3.0,-5.0,4.0,1.0,4.0,6.0,3.0,3.0,1.0,5.0,0.0,-1.0,1.0,1.0,7.0
2021-12-10 22:30:00,420.0,398.4,30610,7689,1828,1699.99,0.0,1.0,4.0,-9.0,0.0,1.0,8.0,7.0,1.0,3.0,1.0,6.0,4.0,-3.0,1.0,1.0,4.0,6.0,2.0,3.0,1.0,5.0,4.0,-5.0,1.0,1.0,4.0,4.0,-5.0,1.0,1.0,4.0,5.0,-2.0,3.0,1.0,4.0,6.0,-1.0,0.0,1.0,4.0,3.0,-5.0,4.0,1.0,4.0,6.0,3.0,3.0,1.0,5.0,0.0,-1.0,1.0,1.0,7.0
2021-12-10 22:45:00,370.0,364.0,30442,6916,2119,1828.02,0.0,1.0,4.0,-9.0,0.0,1.0,8.0,7.0,1.0,3.0,1.0,6.0,4.0,-3.0,1.0,1.0,4.0,6.0,2.0,3.0,1.0,5.0,4.0,-5.0,1.0,1.0,4.0,4.0,-5.0,1.0,1.0,4.0,5.0,-2.0,3.0,1.0,4.0,6.0,-1.0,0.0,1.0,4.0,3.0,-5.0,4.0,1.0,4.0,6.0,3.0,3.0,1.0,5.0,0.0,-1.0,1.0,1.0,7.0
2021-12-10 23:00:00,377.0,370.0,30345,6644,2254,2118.5601,0.0,1.0,4.0,-9.0,0.0,1.0,8.0,7.0,1.0,3.0,1.0,6.0,4.0,-3.0,1.0,1.0,4.0,6.0,2.0,3.0,1.0,5.0,4.0,-5.0,1.0,1.0,4.0,4.0,-5.0,1.0,1.0,4.0,5.0,-2.0,3.0,1.0,4.0,6.0,-1.0,0.0,1.0,4.0,3.0,-5.0,4.0,1.0,4.0,6.0,3.0,3.0,1.0,5.0,0.0,-1.0,1.0,1.0,7.0
2021-12-10 23:15:00,360.0,420.0,30041,6284,2354,2253.97,0.0,1.0,4.0,-9.0,0.0,1.0,8.0,7.0,1.0,3.0,1.0,6.0,4.0,-3.0,1.0,1.0,4.0,6.0,2.0,3.0,1.0,5.0,4.0,-5.0,1.0,1.0,4.0,4.0,-5.0,1.0,1.0,4.0,5.0,-2.0,3.0,1.0,4.0,6.0,-1.0,0.0,1.0,4.0,3.0,-5.0,4.0,1.0,4.0,6.0,3.0,3.0,1.0,5.0,0.0,-1.0,1.0,1.0,7.0
2021-12-10 23:30:00,333.0,360.0,29677,5923,2453,2353.75,0.0,1.0,4.0,-9.0,0.0,1.0,8.0,7.0,1.0,3.0,1.0,6.0,4.0,-3.0,1.0,1.0,4.0,6.0,2.0,3.0,1.0,5.0,4.0,-5.0,1.0,1.0,4.0,4.0,-5.0,1.0,1.0,4.0,5.0,-2.0,3.0,1.0,4.0,6.0,-1.0,0.0,1.0,4.0,3.0,-5.0,4.0,1.0,4.0,6.0,3.0,3.0,1.0,5.0,0.0,-1.0,1.0,1.0,7.0
2021-12-10 23:45:00,332.0,320.0,29417,5923,2590,2452.5901,0.0,1.0,4.0,-9.0,0.0,1.0,8.0,7.0,1.0,3.0,1.0,6.0,4.0,-3.0,1.0,1.0,4.0,6.0,2.0,3.0,1.0,5.0,4.0,-5.0,1.0,1.0,4.0,4.0,-5.0,1.0,1.0,4.0,5.0,-2.0,3.0,1.0,4.0,6.0,-1.0,0.0,1.0,4.0,3.0,-5.0,4.0,1.0,4.0,6.0,3.0,3.0,1.0,5.0,0.0,-1.0,1.0,1.0,7.0
2021-12-11 00:00:00,310.0,340.0,29192,5923,3565,2588.8501,1.1,1.0,3.0,-17.0,1.0,2.0,3.0,7.0,-2.0,1.0,2.0,8.0,7.0,-6.0,1.0,2.0,2.0,6.0,-2.0,2.0,2.0,8.0,5.0,-9.0,1.0,2.0,3.0,3.0,-13.0,1.0,3.0,3.0,7.0,-6.0,1.0,2.0,2.0,10.0,-5.0,0.0,2.0,3.0,7.0,-9.0,5.0,2.0,3.0,9.0,1.0,1.0,3.0,2.0,4.0,-4.0,1.0,2.0,8.0
2021-12-11 00:15:00,320.0,365.0,29055,5923,3706,3564.6799,0.0,1.0,3.0,-17.0,1.0,2.0,3.0,7.0,-2.0,1.0,2.0,8.0,7.0,-6.0,1.0,2.0,2.0,6.0,-2.0,2.0,2.0,8.0,5.0,-9.0,1.0,2.0,3.0,3.0,-13.0,1.0,3.0,3.0,7.0,-6.0,1.0,2.0,2.0,10.0,-5.0,0.0,2.0,3.0,7.0,-9.0,5.0,2.0,3.0,9.0,1.0,1.0,3.0,2.0,4.0,-4.0,1.0,2.0,8.0
2021-12-11 00:30:00,310.0,330.0,28917,5923,3832,3706.1001,0.0,1.0,3.0,-17.0,1.0,2.0,3.0,7.0,-2.0,1.0,2.0,8.0,7.0,-6.0,1.0,2.0,2.0,6.0,-2.0,2.0,2.0,8.0,5.0,-9.0,1.0,2.0,3.0,3.0,-13.0,1.0,3.0,3.0,7.0,-6.0,1.0,2.0,2.0,10.0,-5.0,0.0,2.0,3.0,7.0,-9.0,5.0,2.0,3.0,9.0,1.0,1.0,3.0,2.0,4.0,-4.0,1.0,2.0,8.0
2021-12-11 00:45:00,310.0,320.0,28906,5923,3955,3831.5601,0.0,1.0,3.0,-17.0,1.0,2.0,3.0,7.0,-2.0,1.0,2.0,8.0,7.0,-6.0,1.0,2.0,2.0,6.0,-2.0,2.0,2.0,8.0,5.0,-9.0,1.0,2.0,3.0,3.0,-13.0,1.0,3.0,3.0,7.0,-6.0,1.0,2.0,2.0,10.0,-5.0,0.0,2.0,3.0,7.0,-9.0,5.0,2.0,3.0,9.0,1.0,1.0,3.0,2.0,4.0,-4.0,1.0,2.0,8.0
2021-12-11 01:00:00,309.0,332.0,28915,5923,4155,3954.75,0.0,1.0,3.0,-17.0,1.0,2.0,3.0,7.0,-2.0,1.0,2.0,8.0,7.0,-6.0,1.0,2.0,2.0,6.0,-2.0,2.0,2.0,8.0,5.0,-9.0,1.0,2.0,3.0,3.0,-13.0,1.0,3.0,3.0,7.0,-6.0,1.0,2.0,2.0,10.0,-5.0,0.0,2.0,3.0,7.0,-9.0,5.0,2.0,3.0,9.0,1.0,1.0,3.0,2.0,4.0,-4.0,1.0,2.0,8.0
2021-12-11 01:15:00,300.0,330.0,28840,5923,4274,4155.1299,0.0,1.0,3.0,-17.0,1.0,2.0,3.0,7.0,-2.0,1.0,2.0,8.0,7.0,-6.0,1.0,2.0,2.0,6.0,-2.0,2.0,2.0,8.0,5.0,-9.0,1.0,2.0,3.0,3.0,-13.0,1.0,3.0,3.0,7.0,-6.0,1.0,2.0,2.0,10.0,-5.0,0.0,2.0,3.0,7.0,-9.0,5.0,2.0,3.0,9.0,1.0,1.0,3.0,2.0,4.0,-4.0,1.0,2.0,8.0
2021-12-11 01:30:00,300.0,320.0,28680,5923,4405,4274.4702,0.0,1.0,3.0,-17.0,1.0,2.0,3.0,7.0,-2.0,1.0,2.0,8.0,7.0,-6.0,1.0,2.0,2.0,6.0,-2.0,2.0,2.0,8.0,5.0,-9.0,1.0,2.0,3.0,3.0,-13.0,1.0,3.0,3.0,7.0,-6.0,1.0,2.0,2.0,10.0,-5.0,0.0,2.0,3.0,7.0,-9.0,5.0,2.0,3.0,9.0,1.0,1.0,3.0,2.0,4.0,-4.0,1.0,2.0,8.0
2021-12-11 01:45:00,300.0,330.0,28647,5923,4526,4405.4302,0.0,1.0,3.0,-17.0,1.0,2.0,3.0,7.0,-2.0,1.0,2.0,8.0,7.0,-6.0,1.0,2.0,2.0,6.0,-2.0,2.0,2.0,8.0,5.0,-9.0,1.0,2.0,3.0,3.0,-13.0,1.0,3.0,3.0,7.0,-6.0,1.0,2.0,2.0,10.0,-5.0,0.0,2.0,3.0,7.0,-9.0,5.0,2.0,3.0,9.0,1.0,1.0,3.0,2.0,4.0,-4.0,1.0,2.0,8.0
2021-12-11 02:00:00,300.0,330.0,28553,5923,4700,4526.3701,0.0,1.0,3.0,-17.0,1.0,2.0,3.0,7.0,-2.0,1.0,2.0,8.0,7.0,-6.0,1.0,2.0,2.0,6.0,-2.0,2.0,2.0,8.0,5.0,-9.0,1.0,2.0,3.0,3.0,-13.0,1.0,3.0,3.0,7.0,-6.0,1.0,2.0,2.0,10.0,-5.0,0.0,2.0,3.0,7.0,-9.0,5.0,2.0,3.0,9.0,1.0,1.0,3.0,2.0,4.0,-4.0,1.0,2.0,8.0
2021-12-11 02:15:00,299.0,315.0,28463,5923,4797,4700.2002,0.0,1.0,3.0,-17.0,1.0,2.0,3.0,7.0,-2.0,1.0,2.0,8.0,7.0,-6.0,1.0,2.0,2.0,6.0,-2.0,2.0,2.0,8.0,5.0,-9.0,1.0,2.0,3.0,3.0,-13.0,1.0,3.0,3.0,7.0,-6.0,1.0,2.0,2.0,10.0,-5.0,0.0,2.0,3.0,7.0,-9.0,5.0,2.0,3.0,9.0,1.0,1.0,3.0,2.0,4.0,-4.0,1.0,2.0,8.0
2021-12-11 02:30:00,296.0,325.0,28549,5923,4902,4797.4302,0.0,1.0,3.0,-17.0,1.0,2.0,3.0,7.0,-2.0,1.0,2.0,8.0,7.0,-6.0,1.0,2.0,2.0,6.0,-2.0,2.0,2.0,8.0,5.0,-9.0,1.0,2.0,3.0,3.0,-13.0,1.0,3.0,3.0,7.0,-6.0,1.0,2.0,2.0,10.0,-5.0,0.0,2.0,3.0,7.0,-9.0,5.0,2.0,3.0,9.0,1.0,1.0,3.0,2.0,4.0,-4.0,1.0,2.0,8.0
2021-12-11 02:45:00,293.0,330.0,28510,5923,5003,4901.5498,0.0,1.0,3.0,-17.0,1.0,2.0,3.0,7.0,-2.0,1.0,2.0,8.0,7.0,-6.0,1.0,2.0,2.0,6.0,-2.0,2.0,2.0,8.0,5.0,-9.0,1.0,2.0,3.0,3.0,-13.0,1.0,3.0,3.0,7.0,-6.0,1.0,2.0,2.0,10.0,-5.0,0.0,2.0,3.0,7.0,-9.0,5.0,2.0,3.0,9.0,1.0,1.0,3.0,2.0,4.0,-4.0,1.0,2.0,8.0
2021-12-11 03:00:00,282.0,300.0,28383,5923,5118,5002.73,0.0,1.0,3.0,-17.0,1.0,2.0,3.0,7.0,-2.0,1.0,2.0,8.0,7.0,-6.0,1.0,2.0,2.0,6.0,-2.0,2.0,2.0,8.0,5.0,-9.0,1.0,2.0,3.0,3.0,-13.0,1.0,3.0,3.0,7.0,-6.0,1.0,2.0,2.0,10.0,-5.0,0.0,2.0,3.0,7.0,-9.0,5.0,2.0,3.0,9.0,1.0,1.0,3.0,2.0,4.0,-4.0,1.0,2.0,8.0
2021-12-11 03:15:00,260.0,300.0,28340,5923,5265,5118.0298,0.0,1.0,3.0,-17.0,1.0,2.0,3.0,7.0,-2.0,1.0,2.0,8.0,7.0,-6.0,1.0,2.0,2.0,6.0,-2.0,2.0,2.0,8.0,5.0,-9.0,1.0,2.0,3.0,3.0,-13.0,1.0,3.0,3.0,7.0,-6.0,1.0,2.0,2.0,10.0,-5.0,0.0,2.0,3.0,7.0,-9.0,5.0,2.0,3.0,9.0,1.0,1.0,3.0,2.0,4.0,-4.0,1.0,2.0,8.0
2021-12-11 03:30:00,250.0,305.0,28329,5923,5399,5264.7002,0.0,1.0,3.0,-17.0,1.0,2.0,3.0,7.0,-2.0,1.0,2.0,8.0,7.0,-6.0,1.0,2.0,2.0,6.0,-2.0,2.0,2.0,8.0,5.0,-9.0,1.0,2.0,3.0,3.0,-13.0,1.0,3.0,3.0,7.0,-6.0,1.0,2.0,2.0,10.0,-5.0,0.0,2.0,3.0,7.0,-9.0,5.0,2.0,3.0,9.0,1.0,1.0,3.0,2.0,4.0,-4.0,1.0,2.0,8.0
2021-12-11 03:45:00,250.0,300.0,28318,5923,5529,5399.1699,0.0,1.0,3.0,-17.0,1.0,2.0,3.0,7.0,-2.0,1.0,2.0,8.0,7.0,-6.0,1.0,2.0,2.0,6.0,-2.0,2.0,2.0,8.0,5.0,-9.0,1.0,2.0,3.0,3.0,-13.0,1.0,3.0,3.0,7.0,-6.0,1.0,2.0,2.0,10.0,-5.0,0.0,2.0,3.0,7.0,-9.0,5.0,2.0,3.0,9.0,1.0,1.0,3.0,2.0,4.0,-4.0,1.0,2.0,8.0
2021-12-11 04:00:00,248.0,265.0,28319,5923,5646,5528.5801,0.0,1.0,3.0,-17.0,1.0,2.0,3.0,7.0,-2.0,1.0,2.0,8.0,7.0,-6.0,1.0,2.0,2.0,6.0,-2.0,2.0,2.0,8.0,5.0,-9.0,1.0,2.0,3.0,3.0,-13.0,1.0,3.0,3.0,7.0,-6.0,1.0,2.0,2.0,10.0,-5.0,0.0,2.0,3.0,7.0,-9.0,5.0,2.0,3.0,9.0,1.0,1.0,3.0,2.0,4.0,-4.0,1.0,2.0,8.0
2021-12-11 04:15:00,248.0,298.0,28316,5923,5742,5646.2202,0.0,1.0,3.0,-17.0,1.0,2.0,3.0,7.0,-2.0,1.0,2.0,8.0,7.0,-6.0,1.0,2.0,2.0,6.0,-2.0,2.0,2.0,8.0,5.0,-9.0,1.0,2.0,3.0,3.0,-13.0,1.0,3.0,3.0,7.0,-6.0,1.0,2.0,2.0,10.0,-5.0,0.0,2.0,3.0,7.0,-9.0,5.0,2.0,3.0,9.0,1.0,1.0,3.0,2.0,4.0,-4.0,1.0,2.0,8.0
2021-12-11 04:30:00,246.0,309.0,28325,5923,5803,5742.0601,0.0,1.0,3.0,-17.0,1.0,2.0,3.0,7.0,-2.0,1.0,2.0,8.0,7.0,-6.0,1.0,2.0,2.0,6.0,-2.0,2.0,2.0,8.0,5.0,-9.0,1.0,2.0,3.0,3.0,-13.0,1.0,3.0,3.0,7.0,-6.0,1.0,2.0,2.0,10.0,-5.0,0.0,2.0,3.0,7.0,-9.0,5.0,2.0,3.0,9.0,1.0,1.0,3.0,2.0,4.0,-4.0,1.0,2.0,8.0
2021-12-11 04:45:00,246.0,300.0,28465,5923,5871,5802.6299,0.0,1.0,3.0,-17.0,1.0,2.0,3.0,7.0,-2.0,1.0,2.0,8.0,7.0,-6.0,1.0,2.0,2.0,6.0,-2.0,2.0,2.0,8.0,5.0,-9.0,1.0,2.0,3.0,3.0,-13.0,1.0,3.0,3.0,7.0,-6.0,1.0,2.0,2.0,10.0,-5.0,0.0,2.0,3.0,7.0,-9.0,5.0,2.0,3.0,9.0,1.0,1.0,3.0,2.0,4.0,-4.0,1.0,2.0,8.0
2021-12-11 05:00:00,248.0,300.0,28639,5923,5824,5870.6001,0.0,1.0,3.0,-17.0,1.0,2.0,3.0,7.0,-2.0,1.0,2.0,8.0,7.0,-6.0,1.0,2.0,2.0,6.0,-2.0,2.0,2.0,8.0,5.0,-9.0,1.0,2.0,3.0,3.0,-13.0,1.0,3.0,3.0,7.0,-6.0,1.0,2.0,2.0,10.0,-5.0,0.0,2.0,3.0,7.0,-9.0,5.0,2.0,3.0,9.0,1.0,1.0,3.0,2.0,4.0,-4.0,1.0,2.0,8.0
2021-12-11 05:15:00,250.0,315.0,28818,5923,5770,5824.2002,0.0,1.0,3.0,-17.0,1.0,2.0,3.0,7.0,-2.0,1.0,2.0,8.0,7.0,-6.0,1.0,2.0,2.0,6.0,-2.0,2.0,2.0,8.0,5.0,-9.0,1.0,2.0,3.0,3.0,-13.0,1.0,3.0,3.0,7.0,-6.0,1.0,2.0,2.0,10.0,-5.0,0.0,2.0,3.0,7.0,-9.0,5.0,2.0,3.0,9.0,1.0,1.0,3.0,2.0,4.0,-4.0,1.0,2.0,8.0
2021-12-11 05:30:00,285.0,320.0,29052,5923,5788,5770.1899,0.0,1.0,3.0,-17.0,1.0,2.0,3.0,7.0,-2.0,1.0,2.0,8.0,7.0,-6.0,1.0,2.0,2.0,6.0,-2.0,2.0,2.0,8.0,5.0,-9.0,1.0,2.0,3.0,3.0,-13.0,1.0,3.0,3.0,7.0,-6.0,1.0,2.0,2.0,10.0,-5.0,0.0,2.0,3.0,7.0,-9.0,5.0,2.0,3.0,9.0,1.0,1.0,3.0,2.0,4.0,-4.0,1.0,2.0,8.0
2021-12-11 05:45:00,300.0,250.0,29280,5923,5407,5788.2202,0.0,1.0,3.0,-17.0,1.0,2.0,3.0,7.0,-2.0,1.0,2.0,8.0,7.0,-6.0,1.0,2.0,2.0,6.0,-2.0,2.0,2.0,8.0,5.0,-9.0,1.0,2.0,3.0,3.0,-13.0,1.0,3.0,3.0,7.0,-6.0,1.0,2.0,2.0,10.0,-5.0,0.0,2.0,3.0,7.0,-9.0,5.0,2.0,3.0,9.0,1.0,1.0,3.0,2.0,4.0,-4.0,1.0,2.0,8.0
2021-12-11 06:00:00,300.0,296.0,29546,5923,5254,5406.5801,0.0,1.0,3.0,-17.0,1.0,2.0,3.0,7.0,-2.0,1.0,2.0,8.0,7.0,-6.0,1.0,2.0,2.0,6.0,-2.0,2.0,2.0,8.0,5.0,-9.0,1.0,2.0,3.0,3.0,-13.0,1.0,3.0,3.0,7.0,-6.0,1.0,2.0,2.0,10.0,-5.0,0.0,2.0,3.0,7.0,-9.0,5.0,2.0,3.0,9.0,1.0,1.0,3.0,2.0,4.0,-4.0,1.0,2.0,8.0
2021-12-11 06:15:00,300.0,299.0,29923,5923,5259,5254.0298,0.0,1.0,3.0,-17.0,1.0,2.0,3.0,7.0,-2.0,1.0,2.0,8.0,7.0,-6.0,1.0,2.0,2.0,6.0,-2.0,2.0,2.0,8.0,5.0,-9.0,1.0,2.0,3.0,3.0,-13.0,1.0,3.0,3.0,7.0,-6.0,1.0,2.0,2.0,10.0,-5.0,0.0,2.0,3.0,7.0,-9.0,5.0,2.0,3.0,9.0,1.0,1.0,3.0,2.0,4.0,-4.0,1.0,2.0,8.0
2021-12-11 06:30:00,309.0,299.0,30281,5923,5044,5259.2202,0.0,1.0,3.0,-17.0,1.0,2.0,3.0,7.0,-2.0,1.0,2.0,8.0,7.0,-6.0,1.0,2.0,2.0,6.0,-2.0,2.0,2.0,8.0,5.0,-9.0,1.0,2.0,3.0,3.0,-13.0,1.0,3.0,3.0,7.0,-6.0,1.0,2.0,2.0,10.0,-5.0,0.0,2.0,3.0,7.0,-9.0,5.0,2.0,3.0,9.0,1.0,1.0,3.0,2.0,4.0,-4.0,1.0,2.0,8.0
2021-12-11 06:45:00,320.0,309.0,30592,6438,4948,5043.6499,0.0,1.0,3.0,-17.0,1.0,2.0,3.0,7.0,-2.0,1.0,2.0,8.0,7.0,-6.0,1.0,2.0,2.0,6.0,-2.0,2.0,2.0,8.0,5.0,-9.0,1.0,2.0,3.0,3.0,-13.0,1.0,3.0,3.0,7.0,-6.0,1.0,2.0,2.0,10.0,-5.0,0.0,2.0,3.0,7.0,-9.0,5.0,2.0,3.0,9.0,1.0,1.0,3.0,2.0,4.0,-4.0,1.0,2.0,8.0
